BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Cluster,PCA1,PCA2
2,50000,900,5 out of 17,Carpet Area,"Dheeraj Valley Tower, Goregaon East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,0.09089062394793498,0.3838686673529996
2,45000,785,2 out of 7,Carpet Area,Chakala,Mumbai,Unfurnished,Bachelors,2,Contact Agent,2,-0.05152919321474866,0.3506417255146754
3,85000,1350,20 out of 31,Carpet Area,"HDIL Metropolis, 4 Bunglows",Mumbai,Furnished,Family,3,Contact Agent,1,2.0394313681195237,0.28436829255583107
2,85000,900,27 out of 45,Carpet Area,"Ruparel Ariana, Parel",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,2,0.4071113954226138,1.0321843078285724
1,25000,400,18 out of 23,Carpet Area,Worli,Mumbai,Unfurnished,Bachelors,1,Contact Agent,0,-1.809581946303193,0.6944236380380526
2,75000,800,19 out of 20,Carpet Area,"Sethia Grandeur, Bandra East",Mumbai,Semi-Furnished,Bachelors,3,Contact Agent,2,0.8529541081500397,0.7979255975804621
2,190000,895,32 out of 46,Carpet Area,"Indiabulls Blu, Worli",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,2,1.3515456480537054,2.9797133848304913
1,20000,625,10 out of 12,Super Area,Dahisar East,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.664493561545633,0.4856101170860849
2,30000,720,5 out of 14,Carpet Area,"Samarth Garden, Bhandup West",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,2,-0.24201718429789287,0.10636018778846666
2,75000,750,4 out of 13,Carpet Area,"Utkarsh CHS, Prabhadevi",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,2,0.1899207497843627,0.9244159349487137
3,350000,1663,19 out of 85,Carpet Area,"Indiabulls Blu, Worli Naka Acharaya Atre Chowk",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,3,4.077598279944205,5.1320696987652825
2,70000,660,Ground out of 6,Carpet Area,Azad Nagar Colaba,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,2,0.06864124158640297,0.8782782152343861
2,32000,700,Ground out of 7,Carpet Area,"MUKTA MAHEK, Thakur Complex",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,2,-0.24085967309969025,0.1537354181164448
1,22000,377,3 out of 23,Super Area,"Srishti Elegance, Bhandup West",Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner,0,-1.235382927669482,0.5500628600269669
2,35000,650,5 out of 6,Carpet Area,Thakur Complex,Mumbai,Semi-Furnished,Family,2,Contact Agent,2,-0.2560356534741653,0.23512688590921457
2,47000,650,5 out of 7,Carpet Area,"117 Residency, Chembur East",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,2,-0.1476171032542754,0.45740653407226817
4,400000,2080,34 out of 46,Carpet Area,"Indiabulls Blu, Worli",Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent,3,7.37526248492968,5.126123547735765
2,31000,700,2 out of 8,Super Area,"Sai Aasha Daya, Mulund East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.24989455228468108,0.13521211410285702
1,60000,430,1 out of 7,Carpet Area,Bandra West,Mumbai,Furnished,Bachelors/Family,1,Contact Agent,0,-1.4679928040708456,1.3272463450624217
2,58000,650,15 out of 24,Carpet Area,"L&T Emerald Isle, Powai",Mumbai,Unfurnished,Family,2,Contact Agent,2,-0.04823343221937639,0.6611628782217338
3,85000,890,4 out of 27,Carpet Area,"Oberoi Splendor, JVLR-Jogeshwari Vikhroli Link Road",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,2,1.0296969427323763,0.622595387090535
2,45000,965,19 out of 27,Super Area,Bhakti Park,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,2,0.10068103133126274,0.25768412480745234
1,7500,630,3 out of 12,Super Area,"Sumit Greendale, Chikhal Dongari",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,0,-1.1524487491288442,0.15081787972479155
4,250000,2100,35 out of 60,Carpet Area,"Bombay Dyeing Two ICC, Dadar East",Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent,3,5.416190113916604,2.4379681050130366
3,150000,1100,9 out of 16,Carpet Area,"Badrinath Tower, Amit Nagar",Mumbai,Furnished,Family,3,Contact Agent,1,2.415295425496689,1.6174908321990695
2,80000,730,4 out of 6,Carpet Area,Perry Rd,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,0.2181828985375378,1.027361077317455
3,75000,1380,9 out of 22,Carpet Area,"Thakur Jewel, Thakur Village, Kandivali East",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,1,1.9744509470272837,0.08364231896874914
3,66000,1100,17 out of 22,Carpet Area,"Shapoorji Pallonji Vicinia, Chandivali",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,1,1.65636557395746,0.061533295057694753
1,45000,450,5 out of 7,Carpet Area,Mahim West,Mumbai,Semi-Furnished,Bachelors,1,Contact Agent,0,-1.586603744673929,1.039068162557802
1,22000,500,3 out of 4,Super Area,"Madhugiri Society, Chembur",Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,0,-1.7521253479992704,0.5872106144932765
3,65000,1100,9 out of 20,Carpet Area,"Raheja Heights, Malad East",Mumbai,Semi-Furnished,Bachelors,3,Contact Agent,1,1.647330694772469,0.04300999104410688
3,55000,868,9 out of 21,Carpet Area,"Orchid Suburbia, Bander Pakhadi",Mumbai,Unfurnished,Family,3,Contact Agent,1,1.360799835729924,-0.022411030402461413
2,55000,750,6 out of 15,Carpet Area,"Omkar Meridia, Bandra Kurla Complex",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,2,0.009223166084546248,0.5539498546769577
1,36000,540,2 out of 3,Super Area,in Mahim West,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner,0,-0.9710598046296113,0.7252108444656552
4,230000,2100,21 out of 33,Carpet Area,"Hiranandani Gardens Odyssey I, Hiranandani Gardens",Mumbai,Furnished,Family,5,Contact Agent,3,5.856245270653019,1.9668332431250364
1,22000,450,4 out of 7,Carpet Area,Charkop Sector 6,Mumbai,Semi-Furnished,Family,2,Contact Agent,0,-1.1736532254924885,0.5123633886290376
3,170000,1600,25 out of 52,Carpet Area,"Crescent Bay Callisto, Parel",Mumbai,Semi-Furnished,Family,4,Contact Agent,3,3.6395519289272107,1.629072573334516
1,34000,560,3 out of 7,Super Area,Serenity Complex,Mumbai,Semi-Furnished,Bachelors,2,Contact Owner,0,-0.9722173158278139,0.6778356141376771
1,45000,500,2 out of 3,Carpet Area,"Irla, Vile Parle West",Mumbai,Unfurnished,Bachelors,1,Contact Agent,0,-1.5443231267444815,1.0132466068057957
1,14000,305,2 out of 24,Carpet Area,Kandivali West,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,0,-1.9892987914040425,0.539728249817399
3,75000,970,1 out of 3,Carpet Area,"Paras Building, Sion East",Mumbai,Furnished,Bachelors/Family,2,Contact Owner,2,1.0069971395695843,0.39604785775144674
1,7000,480,4 out of 4,Carpet Area,Taloja Phase 2,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,0,-1.9045607829459117,0.3196896765902621
2,55000,720,1 out of 6,Carpet Area,"diamond garden, Chembur East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,2,-0.016145204673122318,0.5694427881281615
2,55000,950,7 out of 10,Carpet Area,"Valentine Apartments, Gokuldham",Mumbai,Semi-Furnished,Family,2,Contact Agent,2,0.17834563780233667,0.4506636316689322
3,140000,1450,18 out of 33,Carpet Area,"Hiranandani Gardens Torino, Hiranandani Gardens",Mumbai,Furnished,Family,3,Contact Agent,1,2.6209109591529143,1.251506901799147
2,42000,774,10 out of 20,Carpet Area,"Lokhandwala Octacrest, Lokhandwala Twp",Mumbai,Semi-Furnished,Family,2,Contact Agent,2,-0.08793556671419957,0.30075255573935333
1,27000,450,2 out of 3,Super Area,Andheri West,Mumbai,Unfurnished,Family,1,Contact Agent,0,-1.7492315700037637,0.7056486903132219
3,60000,1000,1 out of 10,Carpet Area,Malad West,Mumbai,Semi-Furnished,Bachelors,3,Contact Agent,1,1.51759506298862,0.002036582480180788
1,17000,340,1 out of 8,Super Area,Goregaon East,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.9325977212984566,0.577223072831758
1,30000,430,14 out of 23,Carpet Area,"Sindhi Society, Chembur",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,0,-1.118286439184341,0.6708784430385425
2,45000,722,4 out of 7,Carpet Area,"Alpine Apartments, Chembur East",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,2,-0.10480277180585261,0.3831768857622034
3,90000,1152,12 out of 21,Carpet Area,"Kabra Metro One, Seven Bungalows",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,1,1.2964217766076358,0.5799069550179603
1,25000,641,3 out of 8,Super Area,Borivali West,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,0,-1.6057893678832555,0.5699637393133818
2,70000,810,4 out of 11,Carpet Area,"Vintage Pearl Apartment, Bandra West",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,2,0.19548309537474573,0.800813547978367
2,90000,800,5 out of 6,Carpet Area,Vile Parle West,Mumbai,Furnished,Family,2,Contact Agent,2,0.36772455548867267,1.176443939400524
2,110000,875,12 out of 14,Carpet Area,Bandra West,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,2,0.6118430660826606,1.5081776860442704
2,20000,700,8 out of 22,Super Area,"Man Opus, Mira Road",Mumbai,Unfurnished,Family,2,Contact Owner,2,-0.34927822331958014,-0.06854423004660874
1,35000,420,Ground out of 3,Super Area,in Andheri West,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.7023209072815058,0.869328055873128
3,80000,1400,1 out of 2,Carpet Area,Ghatkopar,Mumbai,Furnished,Bachelors/Family,3,Contact Owner,1,2.0365375901240172,0.16593021673588557
2,54500,758,12 out of 24,Carpet Area,"L&T Emerald Isle, Chandivali",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,2,0.011470625360762461,0.5405567537498428
4,350000,2880,45 out of 60,Carpet Area,"Lodha World Crest, Lower Parel",Mumbai,Unfurnished,Bachelors,5,Contact Agent,3,7.6000084125513,3.7868134550242725
1,45000,480,7 out of 7,Carpet Area,Seven Bungalows,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,0,-0.9404826334800309,0.9229064474903531
1,38000,550,6 out of 10,Carpet Area,Sion East,Mumbai,Unfurnished,Bachelors,2,Contact Agent,0,-0.9445339226737401,0.7570931413424296
2,90000,900,60 out of 71,Carpet Area,"Lodha Venezia, Parel",Mumbai,Semi-Furnished,Bachelors,2,Contact Agent,2,0.45228579134756786,1.1248008278965111
1,22000,400,8 out of 22,Super Area,Bhoiwada,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,0,-1.8366865838581656,0.6388537259972893
2,70000,760,9 out of 22,Carpet Area,"L&T Emerald Isle, Powai",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,2,0.15320247744529814,0.8266351037303733
4,380000,2800,36 out of 81,Carpet Area,"World One Tower Mumbai, Worli",Mumbai,Unfurnished,Bachelors,5,Contact Agent,3,7.803405799413908,4.383827064635117
1,50000,400,10 out of 22,Carpet Area,"Hiranandani Regent Hill, Hiranandani Gardens",Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Agent,0,-1.5837099666784225,1.1575062383777475
3,140000,1100,6 out of 12,Carpet Area,Waterfield Road,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,1,2.324946633646781,1.4322577920631916
2,40000,800,1 out of 3,Super Area,in Borivali West,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.08401940376086846,0.25027873872113443
2,32000,590,7 out of 12,Carpet Area,"Saaga Mrunali CHS, Shantivan",Mumbai,Unfurnished,Family,2,Contact Agent,2,-0.333877032544475,0.21054284077085886
2,78000,600,14 out of 22,Carpet Area,Andheri West,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,2,0.09018353355099244,1.0574505142454962
4,280000,2500,24 out of 60,Carpet Area,"Bombay Dyeing Two ICC, Dadar TT Circle",Mumbai,Semi-Furnished,Bachelors/Family,6,Contact Agent,3,7.266986913774369,2.5857572161721296
2,45000,670,17 out of 22,Carpet Area,Chembur,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,2,-0.1487746144524781,0.41003130374429003
2,65000,960,16 out of 38,Carpet Area,"Dosti Ambrosia, Wadala East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,2,0.2771505532381344,0.6307323606544089
2,65000,1500,4 out of 4,Super Area,in Sion,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Owner,1,1.3545339673123977,0.2511907769164947
1,35000,500,1 out of 5,Super Area,Ghatkopar West,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.6346719185943897,0.8280135666699178
3,90000,1120,8 out of 45,Carpet Area,"DB Woods, Gokuldham",Mumbai,Furnished,Family,2,Contact Agent,1,1.2693621811327893,0.5964327506992444
4,250000,2729,20 out of 27,Carpet Area,"L&T Emerald Isle, Powai",Mumbai,Semi-Furnished,Bachelors,5,Contact Agent,3,6.568833027905286,2.0124641520365514
3,70000,3354,Ground out of 16,Carpet Area,Talagatta Pura,Bangalore,Furnished,Bachelors/Family,3,Contact Agent,1,3.598515346956921,-1.0284092221884016
2,10500,800,3 out of 4,Super Area,Nagappa Reddy layout-Dooravani Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.35054833971809773,-0.2961587296797055
2,13000,1000,Ground out of 4,Super Area,"Kattigenahalli, Bellary Road",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.15883867003783028,-0.3531366926537616
2,17000,1040,4 out of 4,Super Area,C V Raman Nagar,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,2,-0.08887465895430889,-0.2997007212010155
3,21000,1403,1 out of 4,Super Area,"Chikkalasandra, Bangalore",Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner,1,1.5060165552853255,-0.9284940134109146
2,10000,600,3 out of 4,Super Area,Talaghattapura,Bangalore,Furnished,Bachelors/Family,1,Contact Owner,0,-1.144940991464613,-0.10146537706222869
4,61500,2608,1 out of 4,Carpet Area,Malleshwaram,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent,1,3.521933725272793,-1.215352926372402
2,13000,850,1 out of 3,Carpet Area,"Ramaiah Layout, Kacharakanahalli",Bangalore,Semi-Furnished,Family,2,Contact Agent,2,-0.28568052382617304,-0.2756720253977424
1,7500,400,1 out of 2,Super Area,Rajajinagar,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,0,-1.9676923320405326,0.37026581780026624
2,17000,1000,3 out of 4,Super Area,Padmanabha Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.12269915329786699,-0.27904347659941037
3,25000,1350,5 out of 14,Carpet Area,Kengeri Main Road,Bangalore,Semi-Furnished,Bachelors,3,Contact Owner,1,1.4973386170200744,-0.8270299482594368
2,10500,800,1 out of 2,Carpet Area,Ramamurthy Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.35054833971809773,-0.2961587296797055
1,8000,350,3 out of 3,Super Area,Thanisandra,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-2.0054555103774847,0.4053490255590664
1,9500,900,Ground out of 2,Super Area,J P Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.5268163943760749,0.14909686830737792
3,50000,2000,1 out of 2,Carpet Area,Bannerghatta Main Road,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent,1,2.2728586297276636,-0.6996275726958249
2,13000,700,1 out of 4,Super Area,"Vinayakanagar, Hebbal",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.4125223776145159,-0.19820735814172327
1,13500,600,1 out of 4,Super Area,venkatapuram,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.7443605852127972,0.37811941887376743
2,13000,700,Ground out of 1,Carpet Area,"Vv Nagar, Bikasipura",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.0332751180507453,-0.09753857652547811
1,15000,600,2 out of 4,Super Area,C V Raman Nagar,Bangalore,Semi-Furnished,Bachelors,1,Contact Agent,0,-1.730808266435311,0.4059043748941491
2,15000,1400,Ground out of 1,Super Area,Ramamurthy Nagar,Bangalore,Furnished,Bachelors/Family,3,Contact Owner,2,0.8182287722039616,-0.6233313122588823
1,7000,600,Ground out of 3,Super Area,Kacharakanahalli,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,0,-1.8030872999152376,0.25771794278544674
2,25000,770,8 out of 32,Super Area,Tumkur Road,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,2,-0.2449109622933994,-0.012077888031478662
2,17000,900,1 out of 2,Carpet Area,Babusahib Palya,Bangalore,Semi-Furnished,Family,2,Contact Owner,2,-0.20726038915676218,-0.22740036509539766
1,7500,500,Ground out of 3,Super Area,"Kumaraswamy Layout, Kumaraswamy Layout",Bangalore,Furnished,Bachelors/Family,1,Contact Owner,0,-1.8831310961816374,0.31862270629625344
2,15000,1100,1 out of 2,Super Area,Nri Layout,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,2,-0.05620767580895344,-0.3677331961305988
1,7500,500,1 out of 2,Super Area,"Balaji Layout -Hongasandra, Hongasandra",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.8831310961816374,0.31862270629625344
3,25000,1260,Ground out of 2,Super Area,Vijaya Bank Layout,Bangalore,Furnished,Bachelors/Family,3,Contact Owner,1,1.4212335047470688,-0.7805511479058252
3,54000,1750,2 out of 4,Carpet Area,"Jaya Nagar Block 1, Jayanagar",Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent,1,2.097595056820389,-0.49642657788144173
1,14500,600,1 out of 3,Carpet Area,Maruthi Sevanagar,Bangalore,Semi-Furnished,Bachelors,1,Contact Agent,0,-1.7353257060278064,0.3966427228873552
1,4500,450,Ground out of 3,Super Area,Nelamangala,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.9525163516660573,0.28887435000749645
2,10500,800,3 out of 4,Super Area,Yelahanka New Town,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-0.9713010801543271,-0.19548994806346037
1,5500,400,Ground out of 2,Super Area,Hongasandra,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,0,-1.9857620904105142,0.3332192097730906
2,16000,600,1 out of 2,Carpet Area,Girinagar,Bangalore,Unfurnished,Bachelors,2,Contact Owner,2,-0.46997897591843857,-0.09099433459694713
1,7000,400,Ground out of 2,Super Area,T Dasarahalli,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,0,-1.972209771633028,0.36100416579347233
2,12500,900,Ground out of 3,Super Area,Ramamurthy Nagar,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,2,-0.2479173454892209,-0.31075523315654274
2,10000,1200,Ground out of 4,Super Area,Jogupalya,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,-0.6375735763112419,-0.41132404608630524
2,18000,1045,1 out of 2,Carpet Area,Maruthi Sevanagar,Bangalore,Semi-Furnished,Bachelors,2,Contact Owner,2,-0.07561171797637334,-0.28375957276262836
3,28000,1021,10 out of 10,Carpet Area,"Balaji Gardens Layout, Gottigere",Bangalore,Furnished,Bachelors,3,Contact Owner,1,1.2462367885992816,-0.6015541993704713
3,12000,1200,Ground out of 4,Super Area,in Bannerghatta Road,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,2,0.6322905933906214,-0.8896994515638137
2,13000,1000,1 out of 3,Carpet Area,"Electronic City Phase 2, Electronic City",Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,2,-0.7795914104740598,-0.25246791103751637
2,50000,1280,2 out of 12,Carpet Area,Hebbal,Bangalore,Furnished,Bachelors/Family,2,Contact Agent,2,0.4122233202117367,0.1876248436377511
1,7000,450,1 out of 2,Carpet Area,Jalahalli East,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.9299291537035803,0.33518261004146593
2,30000,450,2 out of 3,Super Area,"Garebhavipalya, Hongasandra, Hosur Road",Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,2,-0.4703325211169099,0.2457965888493011
1,10000,600,3 out of 4,Super Area,Btm Layout Stage 4,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,0,-1.1552299219240356,0.21261907320996487
2,15000,800,2 out of 3,Super Area,Konanakunte,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.30989138338563904,-0.2128038616185605
1,7500,500,2 out of 4,Super Area,Basaveshwar Nagar,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,0,-1.8831310961816374,0.31862270629625344
3,45000,1680,7 out of 19,Super Area,"Jp Nagar Phase 7, J P Nagar",Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent,1,1.957088279054245,-0.6269861359509229
3,65000,2000,23 out of 40,Carpet Area,Hebbal,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent,1,2.408381817502526,-0.421778012492008
1,12000,500,1 out of 4,Carpet Area,Koramangala Block 4,Bangalore,Semi-Furnished,Bachelors,1,Contact Agent,0,-1.8424741398491786,0.4019775743573985
1,7000,500,2 out of 2,Carpet Area,"Aecs Layout-Singasandra, Singasandra, Hosur Road",Bangalore,Semi-Furnished,Bachelors,1,Contact Owner,0,-1.8876485357741328,0.30936105428945954
1,9000,800,2 out of 3,Super Area,Mahadevapura,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,0,-1.6158950698274654,0.19147832780459684
